FiscalYear,Superintendent_Name,field_support_center_name,location_name,principal_name,location_category_description,NthYearTeaching,experience_category,Tenure,upForTenure,flag_Extended,prior_HEDI_Rating,MOTPOptionID,observation_completion_pct,NmbrComponentRated,MOTP_Score,MOTP_Rating,growthRanking_current,MOTPComponent_2char,Component_Average,Component_Rating,PrincipalActiveYears,Fake_DBN,Fake_EmpID,Teacher_Name
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,A,0.5,8,2.32,Developing,329,3c,2,D,0.6,00B971,1518170,"DLL, FXH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,A,0.5,8,2.32,Developing,329,3b,2.5,D,0.6,00B971,1518170,"DLL, FXH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,A,0.5,8,2.32,Developing,329,2d,3,E,0.6,00B971,1518170,"DLL, FXH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,A,0.5,8,2.32,Developing,329,2a,3,E,0.6,00B971,1518170,"DLL, FXH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,A,0.5,8,2.32,Developing,329,1e,1.5,I,0.6,00B971,1518170,"DLL, FXH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,A,0.5,8,2.32,Developing,329,1a,2,D,0.6,00B971,1518170,"DLL, FXH"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,C,0.25,8,2.83,Effective,329,4e,3,E,0.6,00B971,1518170,"DLL, FXH"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,C,0.25,8,2.83,Effective,329,3c,3,E,0.6,00B971,1518170,"DLL, FXH"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,C,0.25,8,2.83,Effective,329,1e,3,E,0.6,00B971,1518170,"DLL, FXH"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,C,0.25,8,2.83,Effective,329,3d,2,D,0.6,00B971,1518170,"DLL, FXH"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,C,0.25,8,2.83,Effective,329,3b,3,E,0.6,00B971,1518170,"DLL, FXH"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,C,0.25,8,2.83,Effective,329,2d,3,E,0.6,00B971,1518170,"DLL, FXH"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,C,0.25,8,2.83,Effective,329,2a,3,E,0.6,00B971,1518170,"DLL, FXH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,A,0.5,8,2.7,Effective,329,4e,3,E,0.6,00B971,8033435,"IIF, HLX"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,A,0.5,8,2.7,Effective,329,3d,2.5,D,0.6,00B971,8033435,"IIF, HLX"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,A,0.5,8,2.7,Effective,329,3c,3,E,0.6,00B971,8033435,"IIF, HLX"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,A,0.5,8,2.7,Effective,329,3b,2,D,0.6,00B971,8033435,"IIF, HLX"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,A,0.5,8,2.7,Effective,329,2d,3,E,0.6,00B971,8033435,"IIF, HLX"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,A,0.5,8,2.7,Effective,329,2a,3,E,0.6,00B971,8033435,"IIF, HLX"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,A,0.5,8,2.7,Effective,329,1e,2.5,D,0.6,00B971,8033435,"IIF, HLX"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,A,0.5,8,2.7,Effective,329,1a,2.5,D,0.6,00B971,8033435,"IIF, HLX"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,C,0.5,8,2.92,Effective,329,4e,3,E,0.6,00B971,8033435,"IIF, HLX"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,C,0.5,8,2.92,Effective,329,3c,3,E,0.6,00B971,8033435,"IIF, HLX"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,C,0.5,8,2.92,Effective,329,3d,3,E,0.6,00B971,8033435,"IIF, HLX"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,C,0.5,8,2.92,Effective,329,3b,2.5,D,0.6,00B971,8033435,"IIF, HLX"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,C,0.5,8,2.92,Effective,329,2d,3,E,0.6,00B971,8033435,"IIF, HLX"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,C,0.5,8,2.92,Effective,329,2a,3,E,0.6,00B971,8033435,"IIF, HLX"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,C,0.5,8,2.92,Effective,329,1e,3,E,0.6,00B971,8033435,"IIF, HLX"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,E,C,0.5,8,2.92,Effective,329,1a,3,E,0.6,00B971,8033435,"IIF, HLX"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,B,0.3333333333,8,2.83,Effective,329,4e,3,E,0.6,00B971,5390614,"SIL, ACA"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,B,0.3333333333,8,2.83,Effective,329,3d,3,E,0.6,00B971,5390614,"SIL, ACA"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,B,0.3333333333,8,2.83,Effective,329,3c,3,E,0.6,00B971,5390614,"SIL, ACA"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,B,0.3333333333,8,2.83,Effective,329,3b,2.5,D,0.6,00B971,5390614,"SIL, ACA"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,B,0.3333333333,8,2.83,Effective,329,2d,2.5,D,0.6,00B971,5390614,"SIL, ACA"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,B,0.3333333333,8,2.83,Effective,329,2a,3,E,0.6,00B971,5390614,"SIL, ACA"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,B,0.3333333333,8,2.83,Effective,329,1e,3,E,0.6,00B971,5390614,"SIL, ACA"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,B,0.3333333333,8,2.83,Effective,329,1a,3,E,0.6,00B971,5390614,"SIL, ACA"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,7,2.41,Developing,329,3c,2,D,0.6,00B971,5390614,"SIL, ACA"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,7,2.41,Developing,329,4e,,,0.6,00B971,5390614,"SIL, ACA"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,7,2.41,Developing,329,3d,2,D,0.6,00B971,5390614,"SIL, ACA"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,7,2.41,Developing,329,3b,2,D,0.6,00B971,5390614,"SIL, ACA"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,7,2.41,Developing,329,2d,3,E,0.6,00B971,5390614,"SIL, ACA"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,7,2.41,Developing,329,2a,3,E,0.6,00B971,5390614,"SIL, ACA"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,7,2.41,Developing,329,1e,2,D,0.6,00B971,5390614,"SIL, ACA"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,7,2.41,Developing,329,1a,3,E,0.6,00B971,5390614,"SIL, ACA"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3.39,Effective,329,4e,3,E,0.6,00B971,4726923,"MOW, YXC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3.39,Effective,329,3d,3,E,0.6,00B971,4726923,"MOW, YXC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3.39,Effective,329,3c,3,E,0.6,00B971,4726923,"MOW, YXC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3.39,Effective,329,3b,3,E,0.6,00B971,4726923,"MOW, YXC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3.39,Effective,329,2d,4,H,0.6,00B971,4726923,"MOW, YXC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3.39,Effective,329,2a,4,H,0.6,00B971,4726923,"MOW, YXC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3.39,Effective,329,1e,3,E,0.6,00B971,4726923,"MOW, YXC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3.39,Effective,329,1a,4,H,0.6,00B971,4726923,"MOW, YXC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3,Effective,329,3c,3,E,0.6,00B971,4726923,"MOW, YXC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3,Effective,329,4e,3,E,0.6,00B971,4726923,"MOW, YXC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3,Effective,329,3d,3,E,0.6,00B971,4726923,"MOW, YXC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3,Effective,329,3b,3,E,0.6,00B971,4726923,"MOW, YXC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3,Effective,329,2d,3,E,0.6,00B971,4726923,"MOW, YXC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3,Effective,329,2a,3,E,0.6,00B971,4726923,"MOW, YXC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3,Effective,329,1e,3,E,0.6,00B971,4726923,"MOW, YXC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,E,C,0.25,8,3,Effective,329,1a,3,E,0.6,00B971,4726923,"MOW, YXC"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.81,Highly Effective,582,3b,3.5,E,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,4e,4,H,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,3d,4,H,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,3c,4,H,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,3b,,,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,2d,4,H,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,2a,4,H,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,1e,4,H,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,1a,4,H,4.48,00A681,5569004,"JMU, VXM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.81,Highly Effective,582,4e,4,H,4.48,00A681,5569004,"JMU, VXM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.81,Highly Effective,582,3d,4,H,4.48,00A681,5569004,"JMU, VXM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.81,Highly Effective,582,3c,3.5,E,4.48,00A681,5569004,"JMU, VXM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.81,Highly Effective,582,2d,4,H,4.48,00A681,5569004,"JMU, VXM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.81,Highly Effective,582,2a,4,H,4.48,00A681,5569004,"JMU, VXM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.81,Highly Effective,582,1e,4,H,4.48,00A681,5569004,"JMU, VXM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.81,Highly Effective,582,1a,3.67,H,4.48,00A681,5569004,"JMU, VXM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,3.8,Highly Effective,582,4e,4,H,4.48,00A681,0860261,"LPG, WWK"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,3.8,Highly Effective,582,3d,,,4.48,00A681,0860261,"LPG, WWK"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,3.8,Highly Effective,582,3c,4,H,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,C,0.5,8,3.98,Highly Effective,582,4e,4,H,4.48,00A681,0860261,"LPG, WWK"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,3.8,Highly Effective,582,3b,3,E,4.48,00A681,0860261,"LPG, WWK"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,3.8,Highly Effective,582,2d,4,H,4.48,00A681,0860261,"LPG, WWK"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,3.8,Highly Effective,582,2a,4,H,4.48,00A681,0860261,"LPG, WWK"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,3.8,Highly Effective,582,1e,4,H,4.48,00A681,0860261,"LPG, WWK"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,7,3.8,Highly Effective,582,1a,4,H,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,C,0.5,8,3.98,Highly Effective,582,3d,4,H,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,C,0.5,8,3.98,Highly Effective,582,3c,4,H,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,C,0.5,8,3.98,Highly Effective,582,3b,4,H,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,C,0.5,8,3.98,Highly Effective,582,2d,4,H,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,C,0.5,8,3.98,Highly Effective,582,2a,4,H,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,C,0.5,8,3.98,Highly Effective,582,1e,4,H,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,C,0.5,8,3.98,Highly Effective,582,1a,3.5,E,4.48,00A681,0860261,"LPG, WWK"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,1,8,4,Highly Effective,582,4e,4,H,4.48,00A681,8557025,"RIP, LYN"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,1,8,4,Highly Effective,582,3d,4,H,4.48,00A681,8557025,"RIP, LYN"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,1,8,4,Highly Effective,582,3c,4,H,4.48,00A681,8557025,"RIP, LYN"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,1,8,4,Highly Effective,582,3b,4,H,4.48,00A681,8557025,"RIP, LYN"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,1,8,4,Highly Effective,582,2d,4,H,4.48,00A681,8557025,"RIP, LYN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,0.6666666667,8,3.61,Highly Effective,582,4e,4,H,4.48,00A681,8557025,"RIP, LYN"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,1,8,4,Highly Effective,582,2a,4,H,4.48,00A681,8557025,"RIP, LYN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,0.6666666667,8,3.61,Highly Effective,582,3d,3,E,4.48,00A681,8557025,"RIP, LYN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,0.6666666667,8,3.61,Highly Effective,582,3c,3,E,4.48,00A681,8557025,"RIP, LYN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,0.6666666667,8,3.61,Highly Effective,582,3b,4,H,4.48,00A681,8557025,"RIP, LYN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,0.6666666667,8,3.61,Highly Effective,582,2d,4,H,4.48,00A681,8557025,"RIP, LYN"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,1,8,4,Highly Effective,582,1e,4,H,4.48,00A681,8557025,"RIP, LYN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,0.6666666667,8,3.61,Highly Effective,582,2a,4,H,4.48,00A681,8557025,"RIP, LYN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,0.6666666667,8,3.61,Highly Effective,582,1e,3,E,4.48,00A681,8557025,"RIP, LYN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,0.6666666667,8,3.61,Highly Effective,582,1a,4,H,4.48,00A681,8557025,"RIP, LYN"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,12,10,Y,,,H,E,1,8,4,Highly Effective,582,1a,4,H,4.48,00A681,8557025,"RIP, LYN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.06,Effective,329,4e,3,E,0.6,00B971,7759189,"ABF, HOI"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.06,Effective,329,3d,3,E,0.6,00B971,7759189,"ABF, HOI"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.06,Effective,329,3c,3.33,E,0.6,00B971,7759189,"ABF, HOI"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.06,Effective,329,3b,3,E,0.6,00B971,7759189,"ABF, HOI"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.06,Effective,329,2d,3,E,0.6,00B971,7759189,"ABF, HOI"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.06,Effective,329,2a,3,E,0.6,00B971,7759189,"ABF, HOI"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.06,Effective,329,1e,3,E,0.6,00B971,7759189,"ABF, HOI"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.06,Effective,329,1a,3,E,0.6,00B971,7759189,"ABF, HOI"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.3333333333,8,3,Effective,329,4e,3,E,0.6,00B971,7759189,"ABF, HOI"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.3333333333,8,3,Effective,329,1e,3,E,0.6,00B971,7759189,"ABF, HOI"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.3333333333,8,3,Effective,329,3c,3,E,0.6,00B971,7759189,"ABF, HOI"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.3333333333,8,3,Effective,329,3d,3,E,0.6,00B971,7759189,"ABF, HOI"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.3333333333,8,3,Effective,329,3b,3,E,0.6,00B971,7759189,"ABF, HOI"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.3333333333,8,3,Effective,329,2d,3,E,0.6,00B971,7759189,"ABF, HOI"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.3333333333,8,3,Effective,329,2a,3,E,0.6,00B971,7759189,"ABF, HOI"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.3333333333,8,3,Effective,329,1a,3,E,0.6,00B971,7759189,"ABF, HOI"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.25,8,3.13,Effective,582,4e,4,H,4.48,00A681,1544141,"XCZ, ASG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.25,8,3.13,Effective,582,3d,3,E,4.48,00A681,1544141,"XCZ, ASG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.25,8,3.13,Effective,582,3c,3,E,4.48,00A681,1544141,"XCZ, ASG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.25,8,3.13,Effective,582,3b,3,E,4.48,00A681,1544141,"XCZ, ASG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.25,8,3.13,Effective,582,2d,3,E,4.48,00A681,1544141,"XCZ, ASG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.25,8,3.13,Effective,582,2a,3,E,4.48,00A681,1544141,"XCZ, ASG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.25,8,3.13,Effective,582,1e,4,H,4.48,00A681,1544141,"XCZ, ASG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.25,8,3.13,Effective,582,1a,3.5,E,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.5,4,3.41,Effective,582,4e,,,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.5,4,3.41,Effective,582,3d,,,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.5,4,3.41,Effective,582,3c,2.5,D,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.5,4,3.41,Effective,582,3b,,,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.5,4,3.41,Effective,582,2d,4,H,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.5,4,3.41,Effective,582,2a,4,H,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.5,4,3.41,Effective,582,1e,2.5,D,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,E,A,0.5,4,3.41,Effective,582,1a,,,4.48,00A681,1544141,"XCZ, ASG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,9,79,Y,,,E,C,0.5,8,2.75,Effective,597,4e,3.5,E,8.63,00B111,3496622,"LJJ, DFD"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,9,79,Y,,,E,C,0.5,8,2.75,Effective,597,3d,2.5,D,8.63,00B111,3496622,"LJJ, DFD"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,9,79,Y,,,E,C,0.5,8,2.75,Effective,597,3c,2.5,D,8.63,00B111,3496622,"LJJ, DFD"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,9,79,Y,,,E,C,0.5,8,2.75,Effective,597,3b,2.5,D,8.63,00B111,3496622,"LJJ, DFD"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,9,79,Y,,,E,C,0.5,8,2.75,Effective,597,2a,3,E,8.63,00B111,3496622,"LJJ, DFD"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,9,79,Y,,,E,C,0.5,8,2.75,Effective,597,1a,3,E,8.63,00B111,3496622,"LJJ, DFD"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,9,79,Y,,,E,C,0.5,8,2.7,Effective,597,4e,3,E,8.63,00B111,3496622,"LJJ, DFD"
